SEGRADES,SEGRADEQ,SEENJOY,SEABSNT,SCCHOICE,SPUBCHOIX,SCONSIDR,EDCPUB,SCHLHRSWK,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,CDOBMM,CDOBYY,CSEX,ALLGRADEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,DSBLTY,HHPARN19X,NUMSIBSX,PARGRADEX,RACEETH,CENREG,ZIPLOCL,HDHEALTH,SEFUTUREX,INTACC,EINTNET,success_binary,engagement_count,homework_intensity,school_involvement,communication_index,enrichment_count,has_choice,child_age
1,1,1,1,1,2,2,1,4,4,7,1,2,1,4,1,1,2,1,1,2,1,2,2,4,1,1,1,1,1,3,2,2,2,2,2,2,1,1,3,2,2,12,2001,2,14,2,4,5,5,2,1,1,45,51,1,2,1,1,2,4,0,2,2,2,41,1,6,1,4,1,4,3,1.5,1,0,1,18
5,2,2,1,1,3,1,1,4,3,1,3,2,1,4,5,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,0,2,2,3,2010,1,6,2,3,5,1,1,3,1,40,40,1,3,1,5,2,3,0,3,2,1,13,4,4,4,4,NA,3,4,1.75,1.6666666666666667,1,1,9
5,3,2,1,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,1,2,7,2003,1,11,1,4,2,1,1,1,5,NA,57,1,8,2,5,1,1,1,5,1,4,11,2,2,1,4,NA,2,1.3333333333333333,1.75,1,1,0,16
2,2,1,1,2,3,2,1,4,2,2,1,1,2,2,5,2,2,2,2,2,2,2,2,0,2,2,1,2,1,1,2,2,2,2,2,2,2,2,6,2,2,5,2005,1,12,3,3,2,1,1,4,1,50,40,2,4,2,2,2,3,0,3,3,2,13,4,5,3,4,1,0,3,2,1.6666666666666667,0,0,14
1,1,1,1,1,3,1,1,4,4,12,1,1,1,4,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,5,2,1,10,2006,2,10,2,3,1,1,2,1,1,40,43,1,10,1,1,2,1,0,5,4,2,21,1,6,1,1,1,1,3.3333333333333335,1.75,1.6666666666666667,4,1,13
1,1,2,1,1,1,2,1,4,3,6,1,2,2,4,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,2,2,12,2004,2,11,2,3,1,1,2,1,5,NA,48,1,8,1,2,2,1,0,2,3,4,21,1,5,1,4,1,1,3,2,1,0,1,15
5,3,2,1,1,1,2,1,4,3,8,3,2,1,4,1,1,2,1,1,1,1,2,1,4,1,1,2,1,2,1,1,2,2,1,2,1,1,1,0,1,2,2,2005,1,11,2,4,5,5,2,1,6,NA,74,1,3,1,1,1,4,0,3,2,1,11,2,4,1,4,NA,6,2.6666666666666665,1.5,1.3333333333333333,3,1,14
1,1,1,1,1,1,2,1,4,4,7,1,2,1,4,1,1,2,1,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1,1,2,7,2,2,10,2006,2,9,2,5,1,1,2,1,1,40,44,1,8,1,1,2,1,2,4,3,2,11,1,6,1,4,1,3,3,1.75,1.3333333333333333,3,1,13
1,1,1,1,2,2,1,1,4,4,12,1,1,1,4,1,1,2,1,2,1,2,2,1,5,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2003,2,13,2,3,2,1,1,3,1,40,48,2,11,1,1,1,3,1,5,1,4,11,1,6,1,4,1,4,3,1.75,1.3333333333333333,4,0,16
2,2,2,1,2,2,2,1,4,2,5,1,1,1,2,5,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,6,2001,1,15,5,5,2,1,1,1,2,50,54,1,5,1,1,2,1,2,4,1,2,11,1,5,1,4,1,1,3,2,2,2,0,18
1,2,2,1,1,1,2,1,4,4,10,1,2,1,1,5,1,2,1,2,2,2,2,2,10,1,1,1,2,1,1,1,1,2,2,2,1,2,1,7,2,2,6,2004,2,12,6,3,1,1,2,1,1,40,52,1,9,1,1,2,1,0,5,1,1,21,1,6,1,4,1,2,3.3333333333333335,1.75,1.3333333333333333,2,1,15
5,2,2,1,1,2,1,1,4,3,5,1,1,1,3,5,1,1,1,2,2,1,2,1,30,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2003,1,12,2,3,1,1,2,1,5,NA,42,1,6,1,2,1,1,0,3,5,2,42,1,4,1,4,NA,5,3.6666666666666665,1.5,1.3333333333333333,2,1,16
1,3,2,2,1,1,2,1,4,3,3,3,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,5,2,1,6,2004,2,12,3,3,1,1,2,1,5,NA,53,1,5,1,2,2,1,0,1,3,4,13,2,3,1,4,1,2,2,1.75,1.3333333333333333,2,1,15
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,7,1,1,2,2009,1,7,2,5,1,1,2,1,5,NA,38,1,12,1,3,1,1,1,4,1,4,12,2,6,1,NA,NA,0,NA,NA,NA,7,0,10
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,6,1,1,4,2007,1,9,2,3,2,1,1,1,1,50,52,1,7,1,2,2,1,0,5,1,3,12,1,5,1,NA,NA,0,NA,NA,NA,6,0,12
3,2,2,4,1,1,2,1,2,4,15,2,2,1,1,5,1,2,1,2,2,2,2,1,10,2,2,1,1,1,2,2,2,2,2,2,2,1,1,7,1,2,5,2001,2,15,3,6,1,1,2,1,1,45,36,1,8,1,1,1,1,3,3,3,4,23,4,6,1,4,0,3,3.3333333333333335,1.75,1.3333333333333333,1,1,18
1,1,2,1,1,1,2,1,4,4,2,1,2,1,4,2,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,6,2007,2,9,2,4,1,1,2,1,1,20,42,1,10,1,2,2,1,1,5,1,2,21,1,6,1,4,1,7,3.3333333333333335,1.25,1,5,1,12
3,4,2,1,2,2,2,1,4,3,5,1,1,1,3,1,1,2,1,1,1,1,2,1,3,1,1,2,3,2,2,2,1,2,2,1,1,1,1,4,2,2,10,2001,1,14,2,5,1,1,2,1,1,40,55,1,8,1,2,2,1,2,5,1,1,42,1,2,1,4,0,6,2.3333333333333335,1.5,2,3,0,18
1,1,1,1,1,3,2,1,3,4,50,2,1,1,1,5,1,1,1,1,2,1,1,1,30,1,1,3,2,2,2,2,1,2,2,2,1,2,2,3,1,1,3,2002,2,14,2,5,2,1,1,1,1,24,39,2,5,2,3,1,3,2,5,1,4,13,1,5,1,3,1,7,3.3333333333333335,1,2,4,1,17
1,1,2,1,1,1,1,1,4,4,15,1,1,1,4,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,4,2,1,10,2004,2,11,2,2,1,1,2,3,1,40,41,2,7,1,1,2,2,0,4,3,2,21,2,5,1,3,1,4,3,1.5,1.3333333333333333,2,1,15
1,2,2,1,1,1,2,1,4,3,3,1,1,1,4,1,1,2,1,2,2,1,2,2,12,2,1,1,1,1,1,1,1,2,2,2,1,1,2,6,2,2,8,2005,1,11,2,4,1,1,2,1,2,40,43,1,10,1,2,2,1,1,5,1,2,21,2,6,1,3,1,3,2.6666666666666665,1.75,1.3333333333333333,2,1,14
2,2,1,1,1,3,2,1,4,3,4,1,1,2,2,1,1,2,1,2,1,2,2,1,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,4,2,2,8,2004,2,12,2,4,2,1,1,1,1,40,50,1,11,1,1,1,1,1,4,1,1,41,2,5,1,4,1,4,2,1.75,1,1,1,15
2,3,1,2,1,2,2,1,4,3,4,1,1,1,4,5,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,11,2004,2,10,3,3,1,1,2,1,5,NA,54,1,1,2,1,1,1,0,4,3,2,21,4,2,1,4,1,8,4,1,1,5,1,15
3,3,3,1,1,1,1,1,4,4,8,1,2,1,3,1,1,1,1,1,1,1,2,1,5,1,1,2,1,3,2,1,1,1,2,1,1,1,1,5,1,1,5,2005,2,11,2,6,1,2,2,1,5,NA,53,1,11,1,1,2,1,3,5,1,3,22,1,6,1,4,0,7,2.6666666666666665,1.25,1.3333333333333333,6,1,14
1,1,1,1,1,1,2,2,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,11,2010,2,6,2,4,2,1,1,1,1,50,57,1,10,2,1,2,1,1,5,1,3,11,1,6,1,4,1,8,1.3333333333333333,1,1,6,1,9
3,4,2,1,1,2,2,1,4,3,4,1,2,1,4,3,1,1,1,1,1,1,2,1,8,1,1,2,2,2,2,1,2,2,1,1,1,2,2,5,1,2,12,2008,1,7,2,4,1,1,2,1,1,40,38,2,6,1,1,1,2,2,4,1,2,21,2,5,1,4,0,7,3.3333333333333335,1.25,1.6666666666666667,4,1,11
1,1,1,1,2,1,1,1,4,2,4,3,3,1,4,1,1,2,1,2,1,2,2,2,8,1,1,2,1,2,2,2,1,1,1,1,1,1,2,6,2,2,2,2013,2,4,2,5,1,2,2,1,1,40,54,1,12,1,2,2,1,2,4,3,4,21,1,5,1,3,1,3,2.3333333333333335,1.75,1.3333333333333333,5,0,6
2,3,2,1,2,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,2,2,3,2,1,2,1,2,1,2,2,1,1,2,1,1,2,5,1,2,6,2008,1,8,2,6,5,5,2,1,1,35,33,1,10,1,3,2,3,1,4,2,3,22,1,4,1,4,1,4,1.3333333333333333,1.75,1.6666666666666667,4,0,11
1,2,2,1,1,3,1,2,2,4,10,1,1,1,4,2,1,2,1,1,1,1,2,2,5,1,1,1,2,1,1,1,1,2,2,1,2,1,1,5,2,2,3,2003,1,13,2,3,1,1,2,1,1,40,55,1,11,1,1,2,1,0,4,4,4,21,1,6,1,4,1,5,3.3333333333333335,1.5,1.3333333333333333,2,1,16
2,3,3,1,1,1,2,1,4,3,10,1,2,1,4,2,1,1,1,2,1,1,2,2,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,2002,1,14,2,5,1,1,2,1,1,40,39,1,9,1,1,1,1,2,5,1,3,31,3,3,1,4,1,5,3,1.5,1,1,1,17
1,1,2,1,2,2,2,1,4,2,2,1,1,1,2,5,1,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2004,1,12,2,5,1,1,2,1,2,20,34,1,7,1,3,2,1,2,2,1,4,31,1,5,1,4,1,1,3,2,2.3333333333333335,2,0,15
2,3,3,1,2,3,1,1,4,2,1,1,1,1,3,1,1,2,1,2,1,2,2,2,10,2,1,3,3,4,4,4,1,2,1,1,1,1,2,1,2,2,11,2002,1,13,2,4,1,1,2,1,3,NA,56,1,4,1,2,2,1,1,2,5,3,42,3,4,2,4,1,3,2,1.75,2.6666666666666665,4,0,17
2,1,1,1,1,1,2,1,4,3,10,1,1,1,4,3,1,1,1,1,1,2,2,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,2,2009,1,7,2,3,1,1,2,3,1,54,38,2,3,2,2,2,2,1,2,2,2,21,1,6,1,4,1,5,3.3333333333333335,1.25,1,5,1,10
2,3,2,1,1,1,2,1,4,2,2,3,1,1,4,1,2,2,2,2,1,2,2,2,4,2,1,1,1,1,1,1,1,2,2,2,1,2,1,3,2,2,5,2006,2,10,6,6,9,1,2,1,5,NA,42,1,6,1,2,2,1,3,3,1,4,21,2,4,1,4,1,1,2.3333333333333335,2,1.3333333333333333,2,1,13
1,3,2,1,1,3,2,1,4,6,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,7,2,2,11,1999,2,15,2,3,8,6,2,1,1,40,60,2,3,2,3,1,4,0,4,1,3,31,2,2,1,4,1,1,1.3333333333333333,2,2,5,1,20
5,2,1,1,2,3,2,1,4,2,1,1,1,1,4,2,1,1,1,1,1,1,2,2,30,1,1,2,2,2,2,3,1,1,2,1,1,2,2,4,2,2,9,2012,1,2,2,2,1,1,2,5,1,45,38,2,8,1,4,2,2,0,5,1,4,12,1,5,1,4,NA,6,2.6666666666666665,1.25,1.6666666666666667,4,0,7
1,1,1,1,1,2,1,2,4,4,13,1,1,2,4,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,2,2005,2,11,2,4,2,1,1,1,1,60,55,1,6,1,1,2,1,1,4,1,1,21,1,6,1,4,1,8,3,1,1,6,1,14
1,1,2,2,1,3,2,1,4,3,5,1,1,1,4,3,1,1,1,1,1,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,9,2012,1,4,6,4,1,1,2,3,1,40,45,2,3,2,2,2,2,2,5,1,1,11,2,6,1,4,1,6,3.3333333333333335,1.25,1,7,1,7
2,1,2,1,1,2,2,1,4,2,1,3,1,1,3,2,1,2,1,1,1,2,2,2,4,2,1,2,3,2,2,4,1,2,2,2,2,1,1,4,2,2,8,2002,1,14,3,6,1,1,2,1,1,8,40,1,4,1,3,2,1,2,2,3,4,13,2,5,1,4,1,4,2.3333333333333335,1.5,2.3333333333333335,1,1,17
1,2,2,2,1,3,1,1,4,3,3,1,1,1,4,3,1,1,1,1,1,1,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2009,2,7,2,4,1,1,2,1,5,NA,36,1,11,1,2,2,1,1,5,5,1,22,2,5,1,4,1,6,3.3333333333333335,1.25,1,6,1,10
2,3,2,2,1,2,2,1,4,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2010,1,6,2,3,4,6,1,1,3,NA,42,1,6,2,1,1,4,0,3,1,2,41,3,2,3,4,1,0,2.6666666666666665,2,2,1,1,9
3,3,2,1,1,1,1,1,4,1,1,2,2,2,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,10,2010,1,5,2,3,1,1,2,3,1,42,41,2,6,1,2,1,2,1,4,3,2,21,2,5,1,4,0,3,1.6666666666666667,1.5,2,3,1,9
2,3,2,1,1,3,2,1,4,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,4,2,1,2,2001,1,15,2,4,1,1,2,1,1,40,60,1,6,1,1,1,1,1,3,1,4,12,1,3,1,4,1,2,1.6666666666666667,1.75,1.6666666666666667,4,1,18
1,2,1,1,1,3,2,2,4,2,4,1,1,1,2,1,1,1,1,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,2,1,6,2,1,6,2004,2,12,2,3,5,5,2,1,6,NA,75,1,6,1,2,2,4,0,3,1,2,33,1,5,1,4,1,4,1.6666666666666667,1.5,1.6666666666666667,4,1,15
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,7,1,2,9,2013,1,3,2,4,1,1,2,1,4,NA,27,1,3,2,1,2,1,1,3,1,2,11,2,6,1,NA,NA,0,NA,NA,NA,5,0,6
2,3,1,2,2,2,2,1,4,4,7,1,2,1,3,3,1,1,1,1,1,1,2,1,12,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,10,2008,1,7,2,3,1,1,2,4,1,17,33,2,4,2,1,2,2,1,4,1,4,21,1,6,1,4,1,7,3.3333333333333335,1.25,1,6,0,11
2,2,1,1,2,2,1,1,4,4,20,1,1,1,4,5,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,6,2,2,11,2003,2,13,2,5,2,1,1,1,1,40,48,1,10,3,1,2,1,2,3,3,1,11,1,6,1,4,1,6,4.333333333333333,1.25,1,1,0,16
2,3,2,1,1,1,2,1,4,3,3,1,1,1,3,2,1,2,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2003,1,13,2,5,9,1,1,5,1,50,57,2,3,2,2,2,3,2,2,1,1,21,2,2,1,4,1,5,2.6666666666666665,1.5,1,5,1,16
2,3,1,1,2,3,2,1,4,3,3,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,7,2,2,6,2003,1,13,4,3,1,1,2,1,1,40,38,1,8,1,1,2,1,0,2,3,2,21,1,3,1,4,1,1,2.3333333333333335,2,1.3333333333333333,5,0,16
1,2,1,1,1,3,2,1,4,4,6,1,1,1,1,5,1,2,1,2,1,2,2,1,5,2,1,1,1,1,1,2,2,2,2,1,2,2,1,3,1,2,4,2006,2,10,2,3,1,1,2,1,1,25,31,1,9,2,1,2,1,0,4,1,2,21,1,5,1,4,1,4,3.3333333333333335,1.75,1.3333333333333333,2,1,13
1,1,1,1,2,3,2,1,4,1,5,3,3,2,4,1,1,1,1,1,1,1,2,2,5,1,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,2,1,2011,1,5,5,4,2,1,1,1,1,40,42,2,8,2,1,2,3,1,5,4,4,11,1,6,1,3,1,6,2,1.25,1,5,0,8
5,3,2,1,2,2,2,1,4,3,5,1,1,1,3,3,1,2,1,2,1,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,7,1,2,5,2009,2,8,2,10,1,4,2,1,2,46,61,1,9,1,3,2,1,0,3,1,1,13,2,5,1,4,NA,3,3,1.75,1,5,0,10
2,2,1,1,2,2,2,1,2,4,1,1,1,1,4,1,1,2,1,1,2,1,1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2008,2,8,4,2,1,1,2,3,1,30,47,2,2,3,1,2,2,0,1,3,1,11,1,5,1,4,1,5,3,1.25,1.3333333333333333,6,0,11
5,1,1,1,1,1,1,1,4,3,3,1,1,1,4,3,1,2,1,2,1,2,2,2,5,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,1,2012,2,4,2,4,1,1,2,1,1,40,35,1,4,3,2,2,1,1,4,1,2,41,1,4,1,4,NA,3,3.3333333333333335,1.75,1.3333333333333333,5,1,7
3,3,3,1,2,2,1,1,4,2,4,3,1,1,4,2,1,2,1,2,1,1,2,1,5,1,1,4,3,3,4,4,1,2,1,1,2,1,1,7,2,1,8,2003,2,13,2,6,9,6,2,5,5,NA,21,1,2,2,5,2,4,2,3,1,2,42,2,4,3,4,0,5,2.6666666666666665,1.75,2.6666666666666665,4,0,16
5,3,2,1,1,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,2,5,2,1,4,2010,2,6,2,3,1,1,2,1,5,NA,50,1,9,1,2,1,1,0,2,1,4,21,1,4,1,4,NA,6,1.3333333333333333,1.25,1.3333333333333333,6,1,9
2,3,2,1,1,1,2,1,4,3,6,1,1,1,4,2,1,2,1,1,1,1,2,2,3,2,1,2,2,2,2,2,1,2,2,1,1,1,1,3,1,2,2,2009,1,7,2,4,1,1,1,1,1,40,47,1,9,1,1,2,1,1,4,2,2,21,1,6,1,4,1,5,3,1.5,2,4,1,10
1,2,1,1,1,2,2,1,4,2,1,3,1,1,4,2,2,2,1,2,1,2,2,2,4,2,1,1,1,1,1,2,1,2,2,2,1,1,1,5,1,2,8,2007,1,8,2,4,2,1,1,1,1,50,40,1,10,1,1,2,1,1,5,1,3,21,3,4,1,4,1,2,2.6666666666666665,1.75,1.3333333333333333,3,1,12
3,4,2,1,1,2,2,1,4,2,2,1,2,1,4,2,2,2,2,2,2,2,2,2,0,1,2,3,2,3,2,3,1,2,2,2,1,1,2,3,2,2,8,2005,1,10,2,3,1,1,2,1,1,40,36,1,8,3,1,2,1,0,4,1,3,13,2,2,1,4,0,0,2.6666666666666665,2,2,2,1,14
1,1,1,1,2,1,2,1,4,2,3,1,1,1,4,2,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,9,2007,2,8,2,3,2,3,1,1,1,40,46,1,9,1,1,2,1,0,5,1,2,11,1,5,1,4,1,3,2.6666666666666665,1.5,1,7,0,12
2,3,2,1,1,2,2,1,4,3,2,1,1,1,4,1,2,2,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,2,1,2,1,2,4,2,2,11,2007,1,9,2,7,1,1,2,1,2,25,52,1,9,1,1,2,1,2,2,1,1,42,2,3,1,4,1,5,2.6666666666666665,1.25,1,2,1,12
5,2,2,1,1,1,2,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,1,2,6,1,1,2,2,2,2,2,1,1,1,1,2,1,2,4,1,2,7,2013,2,3,2,3,2,1,1,1,1,40,40,1,8,1,2,2,1,0,5,1,3,11,1,6,1,4,NA,7,2,1,1.6666666666666667,5,1,6
2,3,1,1,2,1,2,1,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2004,1,12,3,4,2,1,1,1,2,40,48,1,2,1,2,2,1,1,1,3,2,41,1,3,1,4,1,0,2.3333333333333335,2,1.3333333333333333,0,0,15
1,1,1,1,1,1,2,1,4,3,1,1,1,1,4,3,1,1,1,1,1,1,1,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,4,2011,2,6,2,4,1,1,1,1,1,40,35,1,6,1,2,2,1,1,5,1,1,13,1,6,1,4,1,7,3.3333333333333335,1,1,7,1,8
5,2,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1,2,1,2,1,2,2,1,5,2,1,1,1,1,1,1,1,2,1,1,1,2,2,4,1,2,11,2012,1,2,2,4,1,1,2,3,1,40,44,2,3,2,3,2,2,2,4,1,2,11,1,5,1,4,NA,4,3,1.75,1.3333333333333333,5,1,7
2,3,3,1,2,2,1,1,4,3,5,1,1,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,7,2,1,8,2007,2,9,2,2,1,1,2,3,1,40,43,2,3,2,2,2,2,0,4,1,1,33,1,5,3,4,1,1,2.6666666666666665,2,2,1,0,12
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,1,1,7,2012,1,4,2,7,1,1,2,1,5,NA,45,1,9,2,3,2,1,4,5,5,3,11,1,5,1,NA,NA,0,NA,NA,NA,7,0,7
5,2,2,2,2,2,1,1,4,3,1,1,2,1,4,3,1,1,1,2,1,1,2,2,30,1,1,1,1,1,2,1,1,1,1,1,1,2,1,7,2,2,3,2012,2,4,2,4,1,1,2,1,5,NA,41,1,9,1,2,1,1,1,5,5,2,31,2,5,1,4,NA,5,3.3333333333333335,1.5,1,5,0,7
3,3,1,2,1,1,1,1,4,3,9,1,1,1,4,3,2,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,6,1,2,5,2007,2,9,2,3,5,5,2,1,1,40,33,2,2,2,2,2,4,0,3,2,4,11,4,4,3,4,0,4,3.3333333333333335,1.75,1,4,1,12
2,3,2,1,1,2,2,1,4,3,4,3,1,1,4,3,1,2,1,2,1,2,2,2,3,1,1,2,3,3,3,2,2,1,1,1,1,1,2,2,1,2,12,2008,1,7,2,3,1,1,2,1,1,30,34,1,8,1,1,2,1,0,4,5,2,22,1,4,1,4,1,3,3.3333333333333335,1.75,2,5,1,11
1,2,2,1,2,2,1,1,4,4,12,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,7,1,1,12,2005,1,11,6,4,2,1,1,1,2,40,46,1,9,1,1,2,1,1,3,4,4,21,2,6,1,4,1,6,2.3333333333333335,1.5,1.3333333333333333,6,0,14
1,1,1,1,1,2,2,2,4,4,5,1,1,1,2,5,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,7,2,1,6,2006,2,10,2,4,2,1,1,1,1,40,44,1,12,1,1,2,1,1,5,1,2,11,1,6,1,4,1,6,3.6666666666666665,1.5,1.3333333333333333,3,1,13
3,3,3,1,1,1,1,1,4,3,12,3,1,1,3,3,1,1,1,2,1,1,2,1,5,1,1,2,1,2,2,1,2,1,1,2,1,1,1,7,1,2,1,2006,2,10,2,3,5,5,1,1,1,40,41,2,4,2,2,2,4,0,3,2,4,21,1,6,1,4,0,6,3,1.5,1.3333333333333333,4,1,13
2,3,1,1,1,3,1,1,4,4,10,2,2,1,4,3,1,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,2,1,1,6,1,1,9,2005,2,11,2,3,2,1,1,3,1,39,42,2,4,3,2,1,3,0,1,2,3,12,2,6,2,4,1,4,3.6666666666666665,1.5,2,4,1,14
5,3,1,1,1,3,2,1,4,4,5,1,1,1,4,4,1,1,1,2,1,1,2,2,10,2,1,1,1,1,1,1,1,1,1,1,2,1,1,7,2,1,8,2012,1,2,2,5,1,1,2,1,1,25,32,1,4,2,5,2,1,2,2,3,4,11,4,6,3,4,NA,5,4,1.5,1.3333333333333333,5,1,7
1,3,2,2,1,3,2,1,4,5,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,70,1,1,1,1,2,4,2,2,1,1,1,1,2,1,7,2,2,2,2002,1,14,2,3,1,1,2,2,2,60,47,2,8,1,1,1,2,1,3,1,3,41,4,3,1,4,1,4,1,1.75,1,4,1,17
5,3,2,1,1,3,2,1,4,4,2,1,1,1,4,1,1,1,1,1,1,2,2,2,4,1,1,2,2,2,2,2,1,1,1,1,1,1,1,6,1,2,11,2007,1,8,4,4,1,1,2,1,3,NA,34,1,5,1,2,1,1,1,3,3,4,32,1,4,1,4,NA,5,3,1.25,1.6666666666666667,6,1,12
1,1,1,1,1,2,1,1,4,2,2,1,1,2,4,2,1,1,1,2,1,2,2,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,6,1,2,3,2012,2,4,2,3,1,1,2,3,1,20,35,2,2,2,3,2,2,1,4,4,2,11,1,6,1,4,1,4,2.6666666666666665,1.5,1.3333333333333333,6,1,7
2,3,2,1,1,1,1,2,4,4,10,1,1,1,4,4,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,2,2,6,2007,1,9,2,5,5,1,2,5,1,44,33,2,7,1,1,1,2,0,3,3,4,11,2,4,2,4,1,7,4,1.25,1,2,1,12
